Medicine ID,Medical Condition,Specialty,Generic Name,Brand Name,Strength,Dosage Form,Route,Adult Dose,Pediatric Dose,Pregnancy Warning,Contraindications,Drug Interactions,Schedule,ICD10 Category
RX20840,Anxiety,Gynecology,Nitrofurantoin,NITRO-RX20840,50 mg,Capsule,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX20841,COPD,Gastroenterology,Vildagliptin,VILDA-RX20841,2.5 mg,Drops,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX20842,Arthritis,Psychiatry,Tiotropium,TIOTR-RX20842,50 mg,Capsule,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX20843,Stroke,Diabetology,Amoxicillin,AMOXI-RX20843,100 mg,Syrup,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX20844,Diabetes,Pediatrics,Lamotrigine,LAMOT-RX20844,2.5 mg,Capsule,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX20845,Infertility,Ophthalmology,Hydroxyzine,HYDRO-RX20845,2.5 mg,Capsule,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX20846,Osteoporosis,Urology,Lithium,LITHI-RX20846,50 mg,Syrup,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX20847,Sinusitis,Ophthalmology,Clindamycin,CLIND-RX20847,250 mg,Capsule,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX20848,GERD,Diabetology,Fluoxetine,FLUOX-RX20848,2.5 mg,Syrup,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX20849,Schizophrenia,ENT,Carbamazepine,CARBA-RX20849,500 mg,Ointment,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX20850,Allergy,Neurology,Prednisolone,PREDN-RX20850,50 mg,Drops,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX20851,Epilepsy,Orthopedics,Xylometazoline,XYLOM-RX20851,40 mg,Ointment,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX20852,Hypertension,Internal Medicine,Olanzapine,OLANZ-RX20852,40 mg,Ointment,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX20853,Infertility,Pediatrics,Fluticasone,FLUTI-RX20853,75 mg,Injection,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX20854,Cancer,Cardiology,Metoprolol,METOP-RX20854,2.5 mg,Inhaler,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX20855,Fungal Infection,Internal Medicine,Levofloxacin,LEVOF-RX20855,50 mg,Gel,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX20856,Migraine,Psychiatry,Terbinafine,TERBI-RX20856,20 mg,Capsule,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX20857,Glaucoma,Neurology,Ticagrelor,TICAG-RX20857,5 mg,Gel,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX20858,Schizophrenia,Oncology,Carbamazepine,CARBA-RX20858,1 g,Tablet,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX20859,Dermatitis,Neurology,Metoprolol,METOP-RX20859,5 mg,Cream,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX20860,Depression,Gastroenterology,Lamotrigine,LAMOT-RX20860,500 mg,Drops,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX20861,Hypertension,Internal Medicine,Sitagliptin,SITAG-RX20861,20 mg,Cream,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX20862,Neuropathy,Gynecology,Tiotropium,TIOTR-RX20862,25 mg,Injection,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX20863,Hypertension,Oncology,Metoprolol,METOP-RX20863,10 mg,Drops,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX20864,GERD,ENT,Escitalopram,ESCIT-RX20864,50 mg,Inhaler,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX20865,Dermatitis,Cardiology,Bisoprolol,BISOP-RX20865,20 mg,Capsule,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX20866,Depression,Ophthalmology,Aspirin,ASPIR-RX20866,1 g,Injection,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX20867,IBS,Orthopedics,Dapagliflozin,DAPAG-RX20867,1 g,Drops,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX20868,Asthma,Ophthalmology,Moxifloxacin Eye Drops,MOXIF-RX20868,250 mg,Drops,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX20869,Arthritis,Gynecology,Cyclophosphamide,CYCLO-RX20869,50 mg,Ointment,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX20870,Dermatitis,Oncology,Imatinib,IMATI-RX20870,1 g,Gel,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX20871,Schizophrenia,Pediatrics,Duloxetine,DULOX-RX20871,20 mg,Syrup,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX20872,Cancer,Pediatrics,Tamoxifen,TAMOX-RX20872,10 mg,Cream,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX20873,Osteoporosis,Cardiology,Vildagliptin,VILDA-RX20873,1 g,Drops,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX20874,Pneumonia,Dermatology,Timolol,TIMOL-RX20874,10 mg,Tablet,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX20875,Migraine,Orthopedics,Hydroxyzine,HYDRO-RX20875,500 mg,Inhaler,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX20876,Back Pain,Cardiology,Cefixime,CEFIX-RX20876,20 mg,Cream,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX20877,Schizophrenia,Dermatology,Paroxetine,PAROX-RX20877,75 mg,Inhaler,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX20878,Dermatitis,Ophthalmology,Bisoprolol,BISOP-RX20878,75 mg,Tablet,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX20879,Epilepsy,ENT,Sucralfate,SUCRA-RX20879,2.5 mg,Injection,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX20880,Infertility,Oncology,Linezolid,LINEZ-RX20880,20 mg,Gel,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX20881,COPD,Urology,Insulin Aspart,INSUL-RX20881,250 mg,Cream,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX20882,Migraine,Orthopedics,Ranolazine,RANOL-RX20882,75 mg,Ointment,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX20883,Fungal Infection,ENT,Pitavastatin,PITAV-RX20883,20 mg,Ointment,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX20884,Stroke,Neurology,Fluconazole,FLUCO-RX20884,75 mg,Drops,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX20885,Osteoporosis,Pulmonology,Tamoxifen,TAMOX-RX20885,40 mg,Capsule,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX20886,Back Pain,Pediatrics,Gabapentin,GABAP-RX20886,1 g,Capsule,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX20887,Schizophrenia,Urology,Aceclofenac,ACECL-RX20887,25 mg,Drops,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX20888,Fever,Urology,Tranexamic Acid,TRANE-RX20888,40 mg,Drops,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX20889,IBS,Diabetology,Lithium,LITHI-RX20889,40 mg,Inhaler,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX20890,Osteoporosis,Cardiology,Gabapentin,GABAP-RX20890,500 mg,Capsule,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX20891,Hypertension,Dermatology,Bisoprolol,BISOP-RX20891,40 mg,Tablet,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX20892,Acne,Neurology,Insulin Aspart,INSUL-RX20892,250 mg,Cream,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX20893,Migraine,Ophthalmology,Fluticasone,FLUTI-RX20893,100 mg,Syrup,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX20894,Acne,ENT,Tamsulosin,TAMSU-RX20894,2.5 mg,Syrup,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX20895,GERD,Psychiatry,Carbamazepine,CARBA-RX20895,10 mg,Tablet,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX20896,GERD,Urology,Paroxetine,PAROX-RX20896,5 mg,Inhaler,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX20897,Arthritis,Dermatology,Imatinib,IMATI-RX20897,20 mg,Injection,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX20898,Cancer,Urology,Dydrogesterone,DYDRO-RX20898,5 mg,Inhaler,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX20899,UTI,Pediatrics,Azithromycin,AZITH-RX20899,2.5 mg,Drops,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX20900,Epilepsy,Diabetology,Paroxetine,PAROX-RX20900,40 mg,Tablet,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX20901,Anxiety,Orthopedics,Metformin,METFO-RX20901,2.5 mg,Inhaler,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX20902,Pneumonia,Gastroenterology,Sitagliptin,SITAG-RX20902,100 mg,Syrup,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX20903,Neuropathy,Dermatology,Paroxetine,PAROX-RX20903,2.5 mg,Inhaler,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX20904,Acne,Gastroenterology,Escitalopram,ESCIT-RX20904,20 mg,Injection,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX20905,Fever,Psychiatry,Sucralfate,SUCRA-RX20905,10 mg,Cream,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX20906,COPD,Pediatrics,Gliclazide,GLICL-RX20906,5 mg,Ointment,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX20907,UTI,Neurology,Empagliflozin,EMPAG-RX20907,10 mg,Syrup,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX20908,UTI,Gynecology,Metformin,METFO-RX20908,25 mg,Capsule,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX20909,Stroke,Urology,Ketoconazole,KETOC-RX20909,1 g,Drops,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX20910,Fungal Infection,Ophthalmology,Levofloxacin,LEVOF-RX20910,100 mg,Capsule,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX20911,Asthma,Internal Medicine,Atorvastatin,ATORV-RX20911,100 mg,Drops,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX20912,Angina,Neurology,Salbutamol,SALBU-RX20912,500 mg,Syrup,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX20913,Osteoporosis,Dermatology,Sucralfate,SUCRA-RX20913,40 mg,Ointment,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX20914,Gastritis,Gastroenterology,Duloxetine,DULOX-RX20914,75 mg,Syrup,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX20915,Schizophrenia,Cardiology,Duloxetine,DULOX-RX20915,10 mg,Gel,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX20916,IBS,Cardiology,Sitagliptin,SITAG-RX20916,20 mg,Syrup,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX20917,Allergy,Ophthalmology,Ibuprofen,IBUPR-RX20917,1 g,Gel,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX20918,Fungal Infection,Pediatrics,Insulin Aspart,INSUL-RX20918,40 mg,Ointment,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX20919,Heart Failure,Gastroenterology,Methotrexate,METHO-RX20919,500 mg,Syrup,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX20920,Fever,Orthopedics,Cefixime,CEFIX-RX20920,40 mg,Cream,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX20921,Heart Failure,Pediatrics,Atorvastatin,ATORV-RX20921,100 mg,Cream,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX20922,IBS,Ophthalmology,Lithium,LITHI-RX20922,20 mg,Drops,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX20923,Migraine,Pediatrics,Rosuvastatin,ROSUV-RX20923,20 mg,Injection,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX20924,Migraine,Orthopedics,Paracetamol,PARAC-RX20924,10 mg,Ointment,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX20925,Allergy,Dermatology,Tamoxifen,TAMOX-RX20925,5 mg,Syrup,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX20926,Diabetes,Cardiology,Clopidogrel,CLOPI-RX20926,5 mg,Drops,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX20927,Neuropathy,Pediatrics,Carbamazepine,CARBA-RX20927,1 g,Injection,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX20928,Migraine,Internal Medicine,Etoricoxib,ETORI-RX20928,20 mg,Syrup,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX20929,Cancer,Internal Medicine,Clopidogrel,CLOPI-RX20929,250 mg,Syrup,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX20930,Allergy,Urology,Latanoprost,LATAN-RX20930,100 mg,Tablet,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX20931,Fungal Infection,Pediatrics,Risperidone,RISPE-RX20931,25 mg,Syrup,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX20932,Glaucoma,Pulmonology,Gabapentin,GABAP-RX20932,75 mg,Cream,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX20933,Heart Failure,Oncology,Fluticasone,FLUTI-RX20933,10 mg,Cream,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX20934,Infertility,Oncology,Telmisartan,TELMI-RX20934,2.5 mg,Cream,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
